ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.retrieve,@PathVariable_String_tripId&@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/trips/{tripId},GET,class org.springframework.http.HttpEntity,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.getTrainTypeByTripId,@PathVariable_String_tripId&@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/train_types/{tripId},GET,class org.springframework.http.HttpEntity,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.createTrip,@RequestBody_TravelInfo_routeIds&@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/trips,POST,class org.springframework.http.HttpEntity<?>,true
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.getTripsByRouteId,@RequestBody_String>_routeIds&@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/trips/routes,POST,class org.springframework.http.HttpEntity,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.getRouteByTripId,@PathVariable_String_tripId&@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/routes/{tripId},GET,class org.springframework.http.HttpEntity,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.queryInfo,@RequestBody_TripInfo_info&@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/trips/left,POST,class org.springframework.http.HttpEntity,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.getTripAllDetailInfo,@RequestBody_TripAllDetailInfo_gtdi&@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/trip_detail,POST,class org.springframework.http.HttpEntity,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.home,@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/welcome,GET,class java.lang.String,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.updateTrip,@RequestBody_TravelInfo_info&@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/trips,PUT,class org.springframework.http.HttpEntity,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.deleteTrip,@PathVariable_String_tripId&@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/trips/{tripId},DELETE,class org.springframework.http.HttpEntity,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.adminQueryAll,@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/admin_trip,GET,class org.springframework.http.HttpEntity,false
ts-travel2-service,travel2.controller.Travel2Controller,travel2.controller.Travel2Controller.queryAll,@RequestHeader_HttpHeaders_headers,/api/v1/travel2service/trips,GET,class org.springframework.http.HttpEntity,false
